,n_pos_enc_params,_timestamp,dev accuracy,n_clas_params,n_circ_params,train accuracy,_step,_runtime,n_all_params,loss,dev loss,total epoch time,epoch,batch loss,n_bias_params,train F1,dev F1,dev eval epoch time,train epoch time,run_id,n_batch_norm_params
11594,,1715228702.052284,0.7901376146788991,,,0.8230560216187323,11594,6199.740422964096,,0.00656245584852469,0.0022186814645014773,102.72749117215476,10.0,,,0.8445818172333294,0.8059384941675504,0.06866282224655151,102.65882834990818,vlyl1e0w,
12648,,1715229263.1264787,0.7901376146788991,,,0.8255207946665875,12648,6760.81461763382,,0.006470846771657592,0.0021602649139154943,112.07872372468314,11.0,,,0.846446352267827,0.8055260361317748,0.07475426197052001,112.00396946271259,vlyl1e0w,
13702,,1715229824.9575708,0.7970183486238532,,,0.8265156127039748,13702,7322.6457097530365,,0.006392955259199983,0.0021052113435137162,121.44257121086122,12.0,,,0.8472679738562091,0.8106951871657754,0.08068036238352456,121.36189084847767,vlyl1e0w,
14756,,1715230386.368794,0.7993119266055045,,,0.8283122243834355,14756,7884.056932926178,,0.0063395465773855315,0.0020847653782148975,130.79942071437836,13.0,,,0.8487053004828137,0.8128342245989305,0.08675169547398884,130.71266901890436,vlyl1e0w,
15810,,1715230948.0768065,0.7889908256880734,,,0.8284607046875232,15810,8445.76494550705,,0.006276882266599682,0.002171101339093042,140.1612168510755,14.0,,,0.8487332242225859,0.8038379530916845,0.09306233326594034,140.06815451780955,vlyl1e0w,
16864,,1715231509.1461093,0.7958715596330275,,,0.8269313575554202,16864,9006.834248304367,,0.0062370107807375565,0.002043249991235383,149.51236795981725,15.0,,,0.8473026436450337,0.8090128755364807,0.09923248291015624,149.4131354769071,vlyl1e0w,
17918,,1715232070.5150075,0.8004587155963303,,,0.8294852187857281,17918,9568.203146457672,,0.00620122263076801,0.0020972424690876533,158.86851241985957,16.0,,,0.8491963441537976,0.8133047210300429,0.10538748502731322,158.76312493483223,vlyl1e0w,
18972,,1715232633.2884226,0.7947247706422018,,,0.8294109786336843,18972,10130.976561546326,,0.006156892562776662,0.002080945896172742,168.2480653166771,17.0,,,0.8491603975474943,0.8081457663451233,0.11145871877670287,168.13660659790037,vlyl1e0w,
20026,,1715233194.3828208,0.7981651376146789,,,0.8290843219646914,20026,10692.070959806442,,0.006131368894796792,0.00212586691620153,177.59963445663453,18.0,,,0.8489825905566561,0.810752688172043,0.11779993375142414,177.48183452288308,vlyl1e0w,
21080,,1715233755.6072483,0.7970183486238532,,,0.8301385321237138,21080,11253.295387268066,,0.006106100500884035,0.002075527751937919,186.95337078571322,19.0,,,0.8497149312945009,0.8094725511302476,0.12383741935094196,186.82953336636223,vlyl1e0w,
22134,,1715234315.5959141,0.8004587155963303,,,0.8301533801541225,22134,11813.284053087234,,0.006067363655620801,0.002121149229073743,196.2865106225014,20.0,,,0.8498050183164612,0.8129032258064516,0.12980856895446777,196.15670205354687,vlyl1e0w,
23188,,1715234875.5004072,0.7935779816513762,,,0.8302721643973927,23188,12373.188546180725,,0.006048451101346813,0.0021600565027206317,205.61824764410656,21.0,,,0.8498903494373022,0.8072805139186295,0.13593995173772175,205.48230769236878,vlyl1e0w,
24242,,1715235438.116729,0.7993119266055045,,,0.8306582131880206,24242,12935.804867982864,,0.006023437704271293,0.002088330822800278,214.99518156449003,22.0,,,0.8500900379868295,0.8112189859762675,0.14228490193684895,214.8528966625531,vlyl1e0w,
25296,,1715235998.9362278,0.7981651376146789,,,0.8310591100090573,25296,13496.624366760254,,0.006015913955342147,0.0020489196438308157,224.34216841856642,23.0,,,0.8503485466263317,0.8103448275862069,0.14861958821614582,224.19354883035018,vlyl1e0w,
26350,,1715236560.3758066,0.801605504587156,,,0.83126698243478,26350,14058.063945531845,,0.005984811834592391,0.002060142747305949,233.69949048360192,24.0,,,0.8507878151260504,0.8141783029001074,0.154867148399353,233.5446233352025,vlyl1e0w,
27404,,1715237122.2013395,0.7993119266055045,,,0.8316381831949992,27404,14619.889478445053,,0.005994442787017692,0.0020370520993110235,243.0632452050845,25.0,,,0.8509026837253948,0.8120300751879699,0.16089454889297483,242.90235065619146,vlyl1e0w,
28458,,1715237681.8628721,0.7935779816513762,,,0.8320539280464446,28458,15179.55101108551,,0.005968942148587856,0.0020476529084214375,252.3909325440725,26.0,,,0.8511377544977166,0.8064516129032258,0.16704540252685546,252.22388714154556,vlyl1e0w,
29512,,1715238243.2555227,0.8004587155963303,,,0.832410280776255,29512,15740.943661689758,,0.005959534244303073,0.00210875911860291,261.74747183720274,27.0,,,0.8514184163759626,0.8120950323974082,0.17318721612294513,261.5742846210797,vlyl1e0w,
30566,,1715238804.306325,0.7993119266055045,,,0.8320093839552184,30566,16301.994463920593,,0.005961036725582975,0.0021247115293774035,271.0983138561249,28.0,,,0.851249013936366,0.8112189859762675,0.17958820660909014,270.91872564951575,vlyl1e0w,
31620,,1715239364.5405645,0.7958715596330275,,,0.8321281681984884,31620,16862.22870349884,,0.005939248358267527,0.002164344448562062,280.43554668426515,29.0,,,0.8512877173598505,0.8081896551724138,0.18590426842371618,280.2496424158414,vlyl1e0w,
1054,,1715206192.7700818,0.7717889908256881,,,0.7341905596222661,1054,597.4378988742828,,0.009952801260930977,0.0028836561042234437,9.354849775632223,0.0,,,0.757517473045457,0.7903055848261328,0.006316626071929931,9.348533149560293,p7i4wy8v,
2108,,1715206751.9418986,0.7660550458715596,,,0.7955129252104708,2108,1156.6097157001495,,0.008634734462882102,0.0026800839589276445,18.674375915527342,1.0,,,0.8170951976200594,0.7861635220125787,0.012530712286631267,18.661845203240713,p7i4wy8v,
3162,,1715207316.2435026,0.7752293577981652,,,0.8039911505738764,3162,1720.911319732666,,0.007976293335509786,0.0025180254917625986,28.079398584365844,2.0,,,0.8261951469988019,0.7928118393234672,0.01955848534901937,28.059840099016824,p7i4wy8v,
4216,,1715207877.67668,0.7763761467889908,,,0.8099006666765654,4216,2282.344497203827,,0.00760077088896484,0.0023997034364884053,37.43661415576935,3.0,,,0.8323841692523205,0.7936507936507936,0.02579472064971924,37.41081943511963,p7i4wy8v,
5270,,1715208441.6044242,0.7775229357798165,,,0.814815364741867,5270,2846.2722413539886,,0.007335143600636423,0.002370962240827193,46.835405786832176,4.0,,,0.8371035996029466,0.7957894736842105,0.03179898659388224,46.80360680023829,p7i4wy8v,
6324,,1715209004.064137,0.7798165137614679,,,0.8162704717219261,6324,3408.731954097748,,0.0071506071531257,0.0023101263363426976,56.20973012844722,5.0,,,0.8387122002085505,0.7970401691331924,0.03789950609207153,56.171830622355145,p7i4wy8v,
7378,,1715209565.6193411,0.7740825688073395,,,0.8180076912797517,7378,3970.2871582508087,,0.007002536037681232,0.0022930517929409624,65.56897960106532,6.0,,,0.8401434626671014,0.7910922587486744,0.04424315293629964,65.52473644812902,p7i4wy8v,
8432,,1715210130.0004554,0.783256880733945,,,0.8206654887229209,8432,4534.66827249527,,0.006857170473432029,0.0022086441995353874,74.97532754739126,7.0,,,0.842672919109027,0.799575821845175,0.05050924221674601,74.92481830517451,p7i4wy8v,
9486,,1715210692.6290765,0.7798165137614679,,,0.8210069934223225,9486,5097.296893596649,,0.006749518480606622,0.0021899150120555807,84.3524672349294,8.0,,,0.8428967979878279,0.7966101694915254,0.056629582246144616,84.29583765268326,p7i4wy8v,
10540,,1715211255.7531698,0.7809633027522935,,,0.8214821303954031,10540,5660.420986890793,,0.0066570324524043425,0.002215568728129798,93.73786447445552,9.0,,,0.8431134599073531,0.7987355110642782,0.06304847796758016,93.67481599648794,p7i4wy8v,
11594,,1715211819.821187,0.7889908256880734,,,0.8234866145005865,11594,6224.489004135132,,0.006568915136060562,0.002164983694706488,103.13899417718252,10.0,,,0.8448244354522908,0.8034188034188035,0.06923513412475586,103.06975904305776,p7i4wy8v,
12648,,1715212383.5576148,0.7958715596330275,,,0.8238875113216232,12648,6788.225431919098,,0.006492917524484837,0.002054352825934734,112.53459640741349,11.0,,,0.8450696866387136,0.8098290598290598,0.07537169456481933,112.45922471284867,p7i4wy8v,
13702,,1715212947.0702844,0.7901376146788991,,,0.8265156127039748,13702,7351.738101482391,,0.0064189642294738,0.0021083171077824515,121.92646997769674,12.0,,,0.8472440121326221,0.8042780748663102,0.08155148029327393,121.84491849740347,p7i4wy8v,
14756,,1715213510.637678,0.7970183486238532,,,0.8262483481566171,14756,7915.305495023727,,0.006380995958797912,0.002091640384372221,131.31925535202026,13.0,,,0.8469486515472547,0.8106951871657754,0.08763145605723063,131.23162389596303,p7i4wy8v,
15810,,1715214071.651075,0.7821100917431193,,,0.827584670893406,15810,8476.318892002106,,0.006305073070519751,0.002044156638033893,140.66947374741235,14.0,,,0.8479507660075946,0.7952586206896551,0.09372338851292929,140.57575035889943,p7i4wy8v,
16864,,1715214634.679549,0.7935779816513762,,,0.8272877102852306,16864,9039.34736609459,,0.006258669924857446,0.0020696322237132884,150.0532776673635,15.0,,,0.8474891831650715,0.8072805139186295,0.0999289075533549,149.95334875981013,p7i4wy8v,
17918,,1715215197.194099,0.8027522935779816,,,0.8286834251436547,17918,9601.861916065216,,0.00622349098676789,0.002076877776635896,159.42851620912552,16.0,,,0.8487454445347526,0.8138528138528138,0.10617229541142782,159.3223439137141,p7i4wy8v,
18972,,1715215761.3474255,0.805045871559633,,,0.8303315565190278,18972,10166.0152425766,,0.006177460025644676,0.0020529863279347025,168.8310674826304,17.0,,,0.8499862155882005,0.8168103448275862,0.11232215563456219,168.71874532699584,p7i4wy8v,
20026,,1715216321.6568506,0.7958715596330275,,,0.8278964795319901,20026,10726.324667692184,,0.006165864058780901,0.0020429016595039894,178.16955353816348,18.0,,,0.8476652341337119,0.8094218415417559,0.11860260963439943,178.0509509285291,p7i4wy8v,
21080,,1715216882.3739703,0.801605504587156,,,0.8306285171272031,21080,11287.04178738594,,0.006114766274506174,0.002116192576535251,187.51483464241025,19.0,,,0.8502527075812274,0.8133764832793959,0.12481537262598676,187.3900192697843,p7i4wy8v,
22134,,1715217442.7828534,0.7993119266055045,,,0.8295297628769543,22134,11847.450670480728,,0.006096529468388885,0.002001201921920164,196.85497817198433,20.0,,,0.8491862282764328,0.8112189859762675,0.13098518451054894,196.7239929874738,p7i4wy8v,
23188,,1715218004.1822379,0.8004587155963303,,,0.8297079392418596,23188,12408.850054979324,,0.006080913541311641,0.002084534444393368,206.21163064241406,21.0,,,0.8493715606572018,0.8112798264642083,0.13703613281250004,206.07459450960158,p7i4wy8v,
24242,,1715218564.9530747,0.8027522935779816,,,0.8294852187857281,24242,12969.620891809464,,0.006062718963079296,0.002039849826502144,215.5578072428703,22.0,,,0.8490059955822026,0.8138528138528138,0.1430935104688009,215.4147137324015,p7i4wy8v,
25296,,1715219126.3004472,0.8004587155963303,,,0.8315045509213203,25296,13530.968264341354,,0.006035954007065325,0.002045767569760664,224.9135926564534,23.0,,,0.8510722066195963,0.8129032258064516,0.1493224938710531,224.76427016258236,p7i4wy8v,
26350,,1715219686.3968658,0.8004587155963303,,,0.8302870124278015,26350,14091.06468296051,,0.006029513127549025,0.0021273851257945418,234.24852885007854,24.0,,,0.8497910479144216,0.8116883116883117,0.1554895122845968,234.09303933779395,p7i4wy8v,
27404,,1715220248.5239954,0.8061926605504587,,,0.8303464045494365,27404,14653.191812515259,,0.006012515580798047,0.002079490059559498,243.61731031735735,25.0,,,0.8498515072669452,0.8169014084507042,0.1617715954780579,243.4555387218793,p7i4wy8v,
28458,,1715220808.9207919,0.8073394495412844,,,0.8319796878944008,28458,15213.588608980179,,0.0059913504959404175,0.0020039407621829882,252.95725296735762,26.0,,,0.8512070688476305,0.8193548387096774,0.16775211493174239,252.78950085242587,p7i4wy8v,
29512,,1715221370.4909637,0.7970183486238532,,,0.8318312075903131,29512,15775.158780813217,,0.00597811546705743,0.00213397417320024,262.3167515953382,27.0,,,0.8510834122225729,0.8086486486486486,0.1737255970637004,262.1430259982745,p7i4wy8v,
30566,,1715221931.3242786,0.7993119266055045,,,0.8316827272862255,30566,16335.992095708847,,0.005975763053845827,0.002097606043749993,271.66396874984105,28.0,,,0.8509793611147627,0.8104008667388949,0.1796647906303406,271.4843039592107,p7i4wy8v,
31620,,1715222491.9061239,0.8027522935779816,,,0.8301088360628962,31620,16896.573940992355,,0.005988198475210482,0.002068530084616547,281.0069956461588,29.0,,,0.8496412520696996,0.8134490238611713,0.1858060439427694,280.82118960221607,p7i4wy8v,
1054,,1715189328.6944468,0.7580275229357798,,,0.747227130321163,1054,596.5455768108368,,0.009904259049364428,0.0028873863160063366,9.33023954629898,0.0,,,0.7727830868613529,0.7771911298838438,0.0060318748156229654,9.324207671483357,9dbjfqo7,
2108,,1715189889.5607078,0.7786697247706422,,,0.7943844748994046,2108,1157.4118378162384,,0.00861777604758181,0.0026646813531534387,18.67800614833832,1.0,,,0.8158461661214395,0.7970557308096741,0.012242241700490316,18.665763906637828,9dbjfqo7,
3162,,1715190451.8027549,0.7935779816513762,,,0.805668978010067,3162,1719.6538848876953,,0.007961070430126733,0.0025172871323900486,28.048702780405684,2.0,,,0.827061310782241,0.8089171974522293,0.018254244327545167,28.030448536078136,9dbjfqo7,
4216,,1715191011.3639777,0.7901376146788991,,,0.8096927942508426,4216,2279.215107679367,,0.0075938219231952726,0.002453528207923294,37.37471912304561,3.0,,,0.8318486546055652,0.805111821086262,0.024405066172281904,37.35031405687332,9dbjfqo7,
5270,,1715191571.5171885,0.7924311926605505,,,0.8145777962553268,5270,2839.3683185577393,,0.007320614169528219,0.0023258148666915543,46.71060196558635,4.0,,,0.8366214872573133,0.8080593849416755,0.030628252029418948,46.679973713556926,9dbjfqo7,
6324,,1715192131.4599795,0.7924311926605505,,,0.8189282691650952,6324,3399.3111095428467,,0.0071215344595058445,0.002330909389148065,56.042977774143225,5.0,,,0.8410598615871857,0.8076514346439958,0.0369686484336853,56.00600912570953,9dbjfqo7,
7378,,1715192693.670716,0.7958715596330275,,,0.8186758526481462,7378,3961.5218460559845,,0.00696696172553671,0.0022471401874625354,65.41315271059673,6.0,,,0.8404410996132539,0.8118393234672304,0.04316808382670084,65.36998462677002,9dbjfqo7,
8432,,1715193252.4255834,0.7855504587155964,,,0.8214672823649943,8432,4520.276713371277,,0.006826778474024907,0.002189917267735945,74.72572982708614,7.0,,,0.8432824148897347,0.8025343189017952,0.04922973314921061,74.67650009393692,9dbjfqo7,
9486,,1715193813.0968592,0.7912844036697247,,,0.8224175563111553,9486,5080.947989225388,,0.006720418794133633,0.002152972777775668,84.0702471057574,8.0,,,0.844023057461071,0.8072033898305084,0.055676062901814774,84.01457104285558,9dbjfqo7,
10540,,1715194372.8968859,0.7947247706422018,,,0.823011477527506,10540,5640.748015880585,,0.0066143629767726276,0.0021646560742220747,93.40024301608405,9.0,,,0.8443051201671892,0.8093716719914803,0.06200483640034993,93.33823817968369,9dbjfqo7,
11594,,1715194934.2532592,0.7947247706422018,,,0.8254465545145436,11594,6202.104389190674,,0.006523300360924584,0.0021567468727947377,102.75617884000144,10.0,,,0.8464151337792643,0.8089647812166488,0.06821885506312052,102.6879599849383,9dbjfqo7,
