,epoch,_runtime,_timestamp,train accuracy,dev loss,train epoch time,train F1,total epoch time,dev accuracy,loss,batch loss,_step,dev F1,n_all_params,n_combiner_params,dev eval epoch time,n_classifier_params,run_id,n_pos_enc_params,n_clas_params,n_circ_params,n_bias_params,n_batch_norm_params
3180,11.0,248.60873126983643,1715244399.1576324,0.8528263225883087,0.0021088132891086265,3.308246799310049,0.8685306523065496,3.4069995562235524,0.8153669724770642,0.0013876889610055468,,3180,0.8255687973997833,,,0.09875275691350302,,bm8ln9lr,,,,,
3445,12.0,265.14411091804504,1715244415.693012,0.8550238310888061,0.002002604920929725,3.5756808400154116,0.8704627467628954,3.682585056622824,0.8188073394495413,0.001370947408499853,,3445,0.8228699551569507,,,0.10690421660741171,,bm8ln9lr,,,,,
3710,13.0,280.44298005104065,1715244430.9918811,0.8546080862373606,0.0024425454027608992,3.8242614944775903,0.8700567970699081,3.937561857700349,0.7855504587155964,0.0013615360276683383,,3710,0.8089887640449438,,,0.113300363222758,,bm8ln9lr,,,,,
3975,14.0,290.63556814193726,1715244441.1844692,0.8539102288081486,0.0020152062451073882,3.9876769065856936,0.8692474318595595,4.107433986663819,0.8153669724770642,0.0013554188413579921,,3975,0.8209121245828699,,,0.11975708007812502,,bm8ln9lr,,,,,
4240,15.0,300.02508425712585,1715244450.5739853,0.8550683751800323,0.0019438081173174973,4.137529746691386,0.870349462722648,4.26392116546631,0.8107798165137615,0.001335699612084461,,4240,0.8118586088939567,,,0.12639141877492271,,bm8ln9lr,,,,,
4505,16.0,310.2951281070709,1715244460.8440292,0.8539547728993749,0.0019875220065816825,4.3020644903182985,0.8692681889470746,4.435083707173667,0.8107798165137615,0.0013314799304231437,,4505,0.8192771084337349,,,0.13301921685536705,,bm8ln9lr,,,,,
4770,17.0,319.7948534488678,1715244470.3437545,0.8555880562443392,0.002061502239026061,4.4535366058349615,0.8706339283339097,4.593408238887788,0.8027522935779816,0.0013209919361043757,,4770,0.8146551724137931,,,0.13987163305282596,,bm8ln9lr,,,,,
5035,18.0,329.82001304626465,1715244480.3689141,0.8575628442887051,0.0022257188796450237,4.614328189690909,0.872469124313689,4.760490000247956,0.7924311926605505,0.001309417694504821,,5035,0.7800729040097205,,,0.14616181055704755,,bm8ln9lr,,,,,
5300,19.0,342.6575405597687,1715244493.2064416,0.8574589080758437,0.002064998099289903,4.819971283276876,0.872472701187598,4.974444735050202,0.8096330275229358,0.0013062354765160811,,5300,0.8060747663551402,,,0.15447345177332564,,bm8ln9lr,,,,,
5565,20.0,359.2928445339203,1715244509.8417456,0.8576667805015664,0.0020528321555995065,5.0889613429705305,0.8724723286504895,5.251695311069489,0.8119266055045872,0.001299663995619944,,5565,0.8169642857142857,,,0.16273396809895838,,bm8ln9lr,,,,,
5830,21.0,375.8709614276886,1715244526.4198625,0.859344607937757,0.0020423553405551735,5.35711631377538,0.874151422156683,5.527991998195649,0.8119266055045872,0.0012896214577188421,,5830,0.8140589569160998,,,0.1708756844202678,,bm8ln9lr,,,,,
6095,22.0,393.7574996948242,1715244544.3064008,0.8592703677857132,0.0020301297238660516,5.646245551109314,0.874019725124279,5.826096216837565,0.8027522935779816,0.0012861720717711378,,6095,0.8126361655773421,,,0.1798506657282512,,bm8ln9lr,,,,,
6360,23.0,410.5994613170624,1715244561.1483624,0.860235489762283,0.0021467578315406766,5.91877916653951,0.8748487628468483,6.106790979703268,0.8096330275229358,0.0012780904044630472,,6360,0.8171806167400881,,,0.1880118131637574,,bm8ln9lr,,,,,
6625,24.0,427.1651940345764,1715244577.714095,0.8609778912827214,0.0020571360279113874,6.186390841007232,0.8757712056681128,6.3828821738561,0.8038990825688074,0.0012736866237995123,,6625,0.8163265306122449,,,0.19649133284886686,,bm8ln9lr,,,,,
6890,25.0,444.13278913497925,1715244594.6816902,0.8608888031002687,0.0019381466330191412,6.462086772918701,0.8756156817970606,6.665669476985932,0.8096330275229358,0.0012645667985272614,,6890,0.8117913832199547,,,0.2035827040672303,,bm8ln9lr,,,,,
7155,26.0,461.56068444252014,1715244612.1095855,0.8621805817458315,0.0021009165281002675,6.744049600760142,0.8766118097466301,6.956129344304403,0.8073394495412844,0.0012605459977740457,,7155,0.8181818181818182,,,0.21207974354426073,,bm8ln9lr,,,,,
7420,27.0,478.2081685066223,1715244628.7570696,0.8626260226580944,0.0021949093959747106,7.013270374139149,0.8770563690966593,7.2335818171501165,0.805045871559633,0.0012593351107726648,,7420,0.8175965665236051,,,0.22031144301096606,,bm8ln9lr,,,,,
7685,28.0,494.6501739025116,1715244645.199075,0.8625072384148242,0.0020073927050336783,7.27906462351481,0.8770774703977061,7.507611000537873,0.8061926605504587,0.0012554669006182096,,7685,0.8023391812865497,,,0.2285463770230612,,bm8ln9lr,,,,,
7950,29.0,511.99693489074707,1715244662.545836,0.8638881052428395,0.0021454692228671606,7.559691977500915,0.8781486355358828,7.796718657016754,0.8119266055045872,0.0012428943531258578,,7950,0.8097447795823666,,,0.2370266795158387,,bm8ln9lr,,,,,
265,0.0,54.80788254737854,1715243726.6421566,0.7289195088271541,0.0021944507067903464,0.2636405388514201,0.7879928003251466,0.2721962491671244,0.7924311926605505,0.0021401745635584632,,265,0.7973124300111982,,,0.008555710315704346,,7a7sotlx,,,,,
530,1.0,71.4685742855072,1715243743.3028483,0.8324845209282988,0.002136125032781461,0.5329980850219727,0.8520587463939155,0.549870495001475,0.7993119266055045,0.001619632620611733,,530,0.8087431693989071,,,0.01687240997950236,,7a7sotlx,,,,,
795,2.0,88.87601900100708,1715243760.710293,0.8402648888624924,0.002113589555571932,0.8146715124448141,0.8586816593542285,0.8399901231129965,0.801605504587156,0.0015292786056564321,,795,0.8117519042437432,,,0.025318610668182372,,7a7sotlx,,,,,
1060,3.0,105.55649042129517,1715243777.3907645,0.8440659846471366,0.0021432964558448266,1.0842957417170207,0.8617175361441024,1.1179936528205872,0.8119266055045872,0.0014842936711353184,,1060,0.825531914893617,,,0.033697911103566486,,7a7sotlx,,,,,
1325,4.0,122.12058734893799,1715243793.9548614,0.845818052235371,0.002196146021468924,1.3520641803741456,0.863047664266308,1.3940570831298829,0.8142201834862385,0.0014581970400221816,,1325,0.8195991091314031,,,0.041992902755737305,,7a7sotlx,,,,,
1590,5.0,139.1311390399933,1715243810.965413,0.8481491930095473,0.002112273673672195,1.6261711915334067,0.8649562266443068,1.677561350663503,0.8130733944954128,0.0014366968731871054,,1590,0.8210757409440176,,,0.05139015913009644,,7a7sotlx,,,,,
1855,6.0,156.3372778892517,1715243828.171552,0.8495894519591977,0.0021231440365861317,1.9046669999758403,0.8659698332892299,1.9643258015314737,0.8119266055045872,0.0014238172753527798,,1855,0.8123569794050344,,,0.05965880155563355,,7a7sotlx,,,,,
2120,7.0,172.79861450195312,1715243844.6328886,0.8492627952902048,0.002092172588230273,2.170613372325897,0.8654473161033798,2.238676905632019,0.7993119266055045,0.001416660134062264,,2120,0.8,,,0.06806353330612183,,7a7sotlx,,,,,
2385,8.0,189.44356536865234,1715243861.2778394,0.8511336471217094,0.0022372656390754453,2.439805980523427,0.8670080118851806,2.5160873413085936,0.801605504587156,0.0014025187185802595,,2385,0.7981330221703618,,,0.07628136078516642,,7a7sotlx,,,,,
2650,9.0,205.8294928073883,1715243877.6637669,0.8517572643988774,0.0021301457709675536,2.7061375578244524,0.8672481650888203,2.7891809662183125,0.8130733944954128,0.0013866631084636218,,2650,0.8128587830080367,,,0.08304340839385986,,7a7sotlx,,,,,
2915,10.0,215.28437519073486,1715243887.1186492,0.8523660336456369,0.0021478008444702954,2.8573651711146035,0.8676331589387223,2.946757880846659,0.8096330275229358,0.0013764351135100354,,2915,0.8117913832199547,,,0.08939270973205567,,7a7sotlx,,,,,
3180,11.0,225.3062674999237,1715243897.1405416,0.8530935871356664,0.0021426130530484227,3.017500297228495,0.8682626757562846,3.113784607251485,0.8153669724770642,0.001369016861501049,,3180,0.8209121245828699,,,0.09628431002298991,,7a7sotlx,,,,,
3445,12.0,235.60438919067383,1715243907.4386632,0.8532272194093453,0.0022076488293092185,3.182736611366272,0.8683351758860903,3.2854143102963764,0.8130733944954128,0.0013430156715852678,,3445,0.8234019501625135,,,0.10267769893010457,,7a7sotlx,,,,,
3710,13.0,245.17081999778748,1715243917.005094,0.853821140625696,0.002160246936826531,3.3355883081754047,0.8690110299498397,3.4448502182960508,0.8061926605504587,0.0013318593857748532,,3710,0.8196371398078975,,,0.10926191012064616,,7a7sotlx,,,,,
3975,14.0,259.85651540756226,1715243931.6907895,0.8541923413859152,0.001955649892397977,3.5720247189203898,0.8694114205165031,3.689607715606689,0.8084862385321101,0.001325211598737944,,3975,0.814238042269188,,,0.11758299668629965,,7a7sotlx,,,,,
4240,15.0,276.6715290546417,1715243948.505803,0.8548308066934921,0.0020158986706252493,3.8440253019332884,0.8699261624426262,3.9698537190755205,0.8119266055045872,0.001315450729489261,,4240,0.8165548098434005,,,0.12582841714223228,,7a7sotlx,,,,,
4505,16.0,293.4566903114319,1715243965.2909644,0.8556177523051567,0.0020484680634572966,4.115681397914886,0.8707052441229657,4.249601451555888,0.8073394495412844,0.0013057530011703665,,4505,0.8189655172413793,,,0.1339200536410014,,7a7sotlx,,,,,
4770,17.0,310.6462435722351,1715243982.4805176,0.8558850168525145,0.0020374241156862418,4.3940992434819535,0.8710097546713447,4.5360897024472555,0.805045871559633,0.0013002714697797006,,4770,0.8131868131868132,,,0.14199045896530152,,7a7sotlx,,,,,
5035,18.0,328.001736164093,1715243999.8360102,0.8566274183729529,0.0020006651383474333,4.675072979927062,0.8717356074493239,4.825342897574107,0.8165137614678899,0.0012908486466334922,,5035,0.8117647058823529,,,0.15026991764704387,,7a7sotlx,,,,,
5300,19.0,345.20856261253357,1715244017.0428367,0.8574886041366613,0.001911588389118877,4.95442706743876,0.8724891061749389,5.112117310365041,0.8142201834862385,0.0012863948260878123,,5300,0.8159090909090909,,,0.1576902429262797,,7a7sotlx,,,,,
5565,20.0,362.391738653183,1715244034.2260127,0.858334941869961,0.002128619974086044,5.232103172938028,0.8731941361757553,5.398498241106669,0.805045871559633,0.0012752044213110378,,5565,0.8175965665236051,,,0.16639506816864014,,7a7sotlx,,,,,
5830,21.0,379.81051898002625,1715244051.644793,0.8579785891401506,0.0020181771812088994,5.513309013843536,0.8730101830830711,5.688807090123494,0.8130733944954128,0.0012749091449418464,,5830,0.8206820682068207,,,0.1754980762799581,,7a7sotlx,,,,,
6095,22.0,397.2562358379364,1715244069.09051,0.8594040000593921,0.002036958898699612,5.795667803287506,0.8742279543613107,5.979563991228739,0.8107798165137615,0.0012693416413139518,,6095,0.8109965635738832,,,0.1838961879412333,,7a7sotlx,,,,,
6360,23.0,408.6140789985657,1715244080.448353,0.860428514157597,0.0019634631248789097,5.978743922710418,0.8751129297975235,6.168857137362162,0.8153669724770642,0.0012642275227011989,,6360,0.8180790960451978,,,0.19011321465174355,,7a7sotlx,,,,,
6625,24.0,417.3650133609772,1715244089.1992874,0.8599682252149252,0.0019623141633261236,6.11798835992813,0.8747526527576728,6.314701426029205,0.8165137614678899,0.0012576062453011011,,6625,0.817351598173516,,,0.1967130661010742,,7a7sotlx,,,,,
6890,25.0,426.358181476593,1715244098.1924555,0.8615272684078457,0.0020295841226337153,6.260599211851755,0.8761026676586248,6.4645832777023315,0.8119266055045872,0.001247423541478784,,6890,0.8110599078341014,,,0.20398406585057574,,7a7sotlx,,,,,
7155,26.0,435.53129148483276,1715244107.3655655,0.86207664553297,0.002053463233446856,6.406894048055012,0.8766351913090827,6.617462821801504,0.8142201834862385,0.0012430555000165556,,7155,0.8215859030837004,,,0.21056877374649047,,7a7sotlx,,,,,
7420,27.0,444.43594574928284,1715244116.2702198,0.8627299588709557,0.0020097055976543952,6.5487576325734445,0.8772358479291433,6.765869577725729,0.8119266055045872,0.0012361537102316658,,7420,0.806146572104019,,,0.21711194515228271,,7a7sotlx,,,,,
7685,28.0,454.3245792388916,1715244126.1588533,0.8635762966042555,0.002144578878485828,6.705317183335621,0.8778905959279145,6.930675367514293,0.7912844036697247,0.0012329387432744887,,7685,0.8142857142857143,,,0.22535818417867023,,7a7sotlx,,,,,
7950,29.0,471.5627543926239,1715244143.3970284,0.8640514335773359,0.0020450187522336977,6.984173262119293,0.8784128333156274,7.217973077297211,0.8153669724770642,0.0012287986586694967,,7950,0.8248095756256801,,,0.23379981517791748,,7a7sotlx,,,,,
265,0.0,55.35666275024414,1715243253.2546349,0.7163283790405203,0.0021523127862072867,0.2688041090965271,0.7761806019283263,0.2774216175079346,0.786697247706422,0.0022038093023723985,,265,0.7937915742793792,,,0.00861750841140747,,wc9cwjco,,,,,
530,1.0,71.97120547294617,1715243269.8691776,0.8292179542383703,0.0020775259771478286,0.5375607212384541,0.8491145218417946,0.554326311747233,0.7935779816513762,0.001651701424020576,,530,0.8021978021978022,,,0.01676559050877889,,wc9cwjco,,,,,
795,2.0,89.26175856590271,1715243287.1597307,0.8387503897607982,0.0020114900458843336,0.8174697518348693,0.8569697608260457,0.8424976309140523,0.8027522935779816,0.0015499522924816162,,795,0.8080357142857143,,,0.025027879079182944,,wc9cwjco,,,,,
1060,3.0,105.98977565765381,1715243303.8877478,0.841556667508055,0.0020995571047341057,1.0891406814257303,0.8592272073664631,1.1212923169136046,0.8142201834862385,0.0014989326080448772,,1060,0.8211920529801324,,,0.03215163548787435,,wc9cwjco,,,,,
1325,4.0,115.15084171295166,1715243313.0488138,0.8458032042049622,0.002305201605099057,1.2354567845662434,0.8629495216100297,1.2739724238713581,0.8165137614678899,0.0014671335740865325,,1325,0.8245614035087719,,,0.03851563930511474,,wc9cwjco,,,,,
1590,5.0,125.29600167274475,1715243323.1939738,0.8472731592154301,0.002078760210253777,1.3979068994522095,0.8641287118250026,1.4430524547894794,0.8107798165137615,0.0014489143889922693,,1590,0.8156424581005587,,,0.0451455553372701,,wc9cwjco,,,,,
1855,6.0,134.66008043289185,1715243332.5580525,0.8486094819522191,0.00213673939808793,1.5475822329521178,0.8652962003910585,1.59911599556605,0.8061926605504587,0.0014286738219658575,,1855,0.7995255041518387,,,0.05153376261393229,,wc9cwjco,,,,,
2120,7.0,144.82046246528625,1715243342.7184346,0.8489509866516206,0.0020986723995536838,1.7102019707361857,0.8652279321171654,1.7684509674708047,0.8153669724770642,0.0014206051453002164,,2120,0.8201117318435754,,,0.05824899673461914,,wc9cwjco,,,,,
2385,8.0,154.35853815078735,1715243352.2565103,0.8516681762164249,0.0021777604834749063,1.862663495540619,0.8676540723862011,1.9274139602979021,0.8073394495412844,0.0014037557461686237,,2385,0.8073394495412844,,,0.06475046475728354,,wc9cwjco,,,,,
2650,9.0,166.73245000839233,1715243364.630422,0.8507624463614901,0.002165005260377849,2.0606655915578207,0.8665436246066416,2.13364090124766,0.8004587155963303,0.001398926175593459,,2650,0.7938388625592417,,,0.07297530968983969,,wc9cwjco,,,,,
2915,10.0,183.58094763755798,1715243381.4789197,0.8523660336456369,0.0020990394602674956,2.3333002289136253,0.8681072333426187,2.4144441286722813,0.8096330275229358,0.0013879971255770975,,2915,0.8179824561403509,,,0.08114389975865682,,wc9cwjco,,,,,
3180,11.0,196.54286074638367,1715243394.4408329,0.8528114745578999,0.002113047747983845,2.543450407187144,0.868271032384091,2.630471523602803,0.8096330275229358,0.0013817909354223621,,3180,0.8037825059101655,,,0.08702111641565959,,wc9cwjco,,,,,
3445,12.0,205.69559693336487,1715243403.593569,0.8541923413859152,0.0020810170526351403,2.6888325810432434,0.8695987039545322,2.7830127914746594,0.8084862385321101,0.0013710159039709423,,3445,0.81214848143982,,,0.09418021043141683,,wc9cwjco,,,,,
3710,13.0,214.4120602607727,1715243412.3100324,0.8554544239706603,0.0021780805508477973,2.8275079766909283,0.8706845020655942,2.92828166882197,0.8096330275229358,0.001366288079636869,,3710,0.8091954022988506,,,0.10077369213104248,,wc9cwjco,,,,,
3975,14.0,223.20798993110657,1715243421.105962,0.8553950318490252,0.0021173189129304448,2.967058551311493,0.8703868829768828,3.074874552090962,0.8084862385321101,0.0013589067596035437,,3975,0.8166849615806806,,,0.1078160007794698,,wc9cwjco,,,,,
4240,15.0,232.1994547843933,1715243430.097427,0.8569095309507194,0.0020658775070391665,3.110243817170461,0.8717580209456133,3.2247279763221735,0.8165137614678899,0.0013471788992430278,,4240,0.821826280623608,,,0.11448415915171305,,wc9cwjco,,,,,
4505,16.0,243.70153427124023,1715243441.5995064,0.8571767954980771,0.002159170703877003,3.293685507774353,0.8719430207015909,3.4164242982864375,0.8096330275229358,0.0013424285670732463,,4505,0.814317673378076,,,0.12273879051208496,,wc9cwjco,,,,,
4770,17.0,260.9975554943085,1715243458.8955276,0.8582310056570995,0.0021463599431952207,3.5735272963841758,0.8728459182314556,3.7046851714452105,0.8096330275229358,0.001337100991632953,,4770,0.8122171945701357,,,0.13115787506103516,,wc9cwjco,,,,,
5035,18.0,277.5654716491699,1715243475.4634438,0.8580973733834207,0.002170876488773101,3.841435476144155,0.8728767341943894,3.980812215805053,0.8119266055045872,0.0013312826635549077,,5035,0.8079625292740047,,,0.13937673966089884,,wc9cwjco,,,,,
5300,19.0,294.36065912246704,1715243492.2586312,0.8589882552079466,0.002182116236435164,4.112841633955638,0.8734728680104984,4.260725851853688,0.805045871559633,0.0013300447562650348,,5300,0.8018648018648019,,,0.14788421789805092,,wc9cwjco,,,,,
