,batch loss,dev accuracy,total epoch time,_step,epoch,n_all_params,dev eval epoch time,dev F1,train epoch time,_timestamp,n_classifier_params,train F1,dev loss,n_combiner_params,loss,train accuracy,_runtime
0,,,,0,,40301.0,,,,1715243709.7354522,101.0,,,40200.0,,,37.90117812156677
1,0.6928397417068481,,,1,,,,,,1715243710.6469133,,,,,,,38.812639236450195
2,0.6889623403549194,,,2,,,,,,1715243710.7154665,,,,,,,38.881192445755005
3,0.6730329394340515,,,3,,,,,,1715243710.778954,,,,,,,38.944679975509644
4,0.6976511478424072,,,4,,,,,,1715243710.8352103,,,,,,,39.00093626976013
5,0.6822183132171631,,,5,,,,,,1715243710.8990445,,,,,,,39.064770460128784
6,0.6857813596725464,,,6,,,,,,1715243710.9577022,,,,,,,39.12342810630798
7,0.6786234378814697,,,7,,,,,,1715243711.02255,,,,,,,39.188276052474976
8,0.6818100214004517,,,8,,,,,,1715243711.0913022,,,,,,,39.257028102874756
9,0.6870235800743103,,,9,,,,,,1715243711.1566787,,,,,,,39.322404623031616
10,0.6837838292121887,,,10,,,,,,1715243711.2219121,,,,,,,39.387638092041016
11,0.6801115274429321,,,11,,,,,,1715243711.291996,,,,,,,39.45772194862366
12,0.6854660511016846,,,12,,,,,,1715243711.361687,,,,,,,39.52741289138794
13,0.6854565143585205,,,13,,,,,,1715243711.4291506,,,,,,,39.594876527786255
14,0.6835794448852539,,,14,,,,,,1715243711.4966102,,,,,,,39.662336111068726
15,0.6843537092208862,,,15,,,,,,1715243711.5591512,,,,,,,39.72487711906433
16,0.6855990290641785,,,16,,,,,,1715243711.6264374,,,,,,,39.792163372039795
17,0.6753281950950623,,,17,,,,,,1715243711.6843455,,,,,,,39.8500714302063
18,0.685003936290741,,,18,,,,,,1715243711.7509596,,,,,,,39.916685581207275
19,0.6720148921012878,,,19,,,,,,1715243711.8201237,,,,,,,39.98584961891174
20,0.6685064435005188,,,20,,,,,,1715243711.8854744,,,,,,,40.05120038986206
21,0.6906077861785889,,,21,,,,,,1715243711.9528263,,,,,,,40.11855220794678
22,0.6720057725906372,,,22,,,,,,1715243712.0154383,,,,,,,40.181164264678955
23,0.6753590106964111,,,23,,,,,,1715243712.082381,,,,,,,40.248106956481934
24,0.6710760593414307,,,24,,,,,,1715243712.15117,,,,,,,40.316895961761475
25,0.6782593727111816,,,25,,,,,,1715243712.2198534,,,,,,,40.385579347610474
26,0.6739753484725952,,,26,,,,,,1715243712.2850528,,,,,,,40.45077872276306
27,0.6727873086929321,,,27,,,,,,1715243712.3560085,,,,,,,40.52173447608948
28,0.6764870285987854,,,28,,,,,,1715243712.420832,,,,,,,40.58655786514282
29,0.6773064136505127,,,29,,,,,,1715243712.4831967,,,,,,,40.64892268180847
30,0.671944260597229,,,30,,,,,,1715243712.5507374,,,,,,,40.71646332740784
31,0.6744133234024048,,,31,,,,,,1715243712.6131954,,,,,,,40.778921365737915
32,0.6794995665550232,,,32,,,,,,1715243712.6812057,,,,,,,40.84693169593811
33,0.6747126579284668,,,33,,,,,,1715243712.7468941,,,,,,,40.912620067596436
34,0.672126054763794,,,34,,,,,,1715243712.8159544,,,,,,,40.981680393218994
35,0.671214759349823,,,35,,,,,,1715243712.884641,,,,,,,41.05036687850952
36,0.6681426763534546,,,36,,,,,,1715243712.9524734,,,,,,,41.11819934844971
37,0.6704262495040894,,,37,,,,,,1715243713.0116432,,,,,,,41.177369117736816
38,0.6729261875152588,,,38,,,,,,1715243713.0782444,,,,,,,41.24397039413452
39,0.6715515851974487,,,39,,,,,,1715243713.1385343,,,,,,,41.30426025390625
40,0.6714051365852356,,,40,,,,,,1715243713.2060122,,,,,,,41.37173819541931
41,0.6721665859222412,,,41,,,,,,1715243713.2700732,,,,,,,41.43579912185669
42,0.6634946465492249,,,42,,,,,,1715243713.3384287,,,,,,,41.504154682159424
43,0.655738890171051,,,43,,,,,,1715243713.410667,,,,,,,41.57639288902283
44,0.6816527843475342,,,44,,,,,,1715243713.4712052,,,,,,,41.63693118095398
45,0.6776832342147827,,,45,,,,,,1715243713.539148,,,,,,,41.70487403869629
46,0.6682711839675903,,,46,,,,,,1715243713.6027024,,,,,,,41.768428325653076
47,0.6736523509025574,,,47,,,,,,1715243713.6698284,,,,,,,41.835554361343384
48,0.6657098531723022,,,48,,,,,,1715243713.7357588,,,,,,,41.9014847278595
49,0.6606216430664062,,,49,,,,,,1715243713.7999113,,,,,,,41.96563720703125
50,0.6693028211593628,,,50,,,,,,1715243713.867213,,,,,,,42.032938957214355
51,0.6582486629486084,,,51,,,,,,1715243713.9399107,,,,,,,42.10563659667969
52,0.6589468121528625,,,52,,,,,,1715243714.0054343,,,,,,,42.17116022109985
53,0.6620263457298279,,,53,,,,,,1715243714.0705914,,,,,,,42.23631739616394
54,0.6628994345664978,,,54,,,,,,1715243714.1307886,,,,,,,42.2965145111084
55,0.6574200391769409,,,55,,,,,,1715243714.1965642,,,,,,,42.362290143966675
56,0.6597097516059875,,,56,,,,,,1715243714.2570229,,,,,,,42.42274880409241
57,0.670741617679596,,,57,,,,,,1715243714.3194902,,,,,,,42.48521614074707
58,0.6480008363723755,,,58,,,,,,1715243714.380278,,,,,,,42.54600405693054
59,0.6530839800834656,,,59,,,,,,1715243714.4407682,,,,,,,42.606494188308716
60,0.6488019227981567,,,60,,,,,,1715243714.5054796,,,,,,,42.67120552062988
61,0.6613171100616455,,,61,,,,,,1715243714.5728366,,,,,,,42.73856258392334
62,0.6459541320800781,,,62,,,,,,1715243714.6287582,,,,,,,42.79448413848877
63,0.6498738527297974,,,63,,,,,,1715243714.6937704,,,,,,,42.85949635505676
64,0.652989387512207,,,64,,,,,,1715243714.7603235,,,,,,,42.92604947090149
65,0.6449308395385742,,,65,,,,,,1715243714.8281255,,,,,,,42.99385142326355
66,0.658379316329956,,,66,,,,,,1715243714.8976011,,,,,,,43.0633270740509
67,0.6470760107040405,,,67,,,,,,1715243714.9535046,,,,,,,43.11923050880432
68,0.656865119934082,,,68,,,,,,1715243715.008495,,,,,,,43.17422103881836
69,0.6532497406005859,,,69,,,,,,1715243715.074875,,,,,,,43.24060106277466
70,0.6486067771911621,,,70,,,,,,1715243715.143166,,,,,,,43.308892011642456
71,0.6484463214874268,,,71,,,,,,1715243715.2053592,,,,,,,43.37108516693115
72,0.6439241170883179,,,72,,,,,,1715243715.2714477,,,,,,,43.43717360496521
73,0.6312483549118042,,,73,,,,,,1715243715.337927,,,,,,,43.503653049468994
74,0.6484396457672119,,,74,,,,,,1715243715.4057214,,,,,,,43.57144737243652
75,0.6489929556846619,,,75,,,,,,1715243715.4782803,,,,,,,43.64400625228882
76,0.6413193345069885,,,76,,,,,,1715243715.5464506,,,,,,,43.71217656135559
77,0.6315058469772339,,,77,,,,,,1715243715.599449,,,,,,,43.765174865722656
78,0.6415114402770996,,,78,,,,,,1715243715.6661181,,,,,,,43.831844091415405
79,0.6307201981544495,,,79,,,,,,1715243715.7339184,,,,,,,43.89964437484741
80,0.637740969657898,,,80,,,,,,1715243715.796325,,,,,,,43.962050914764404
81,0.6409211754798889,,,81,,,,,,1715243715.8522315,,,,,,,44.01795744895935
82,0.6411361694335938,,,82,,,,,,1715243715.9207342,,,,,,,44.08646011352539
83,0.6485581398010254,,,83,,,,,,1715243715.99022,,,,,,,44.155946016311646
84,0.6336950659751892,,,84,,,,,,1715243716.0565145,,,,,,,44.22224044799805
85,0.6372036933898926,,,85,,,,,,1715243716.1107912,,,,,,,44.276517152786255
86,0.6310266852378845,,,86,,,,,,1715243716.1768358,,,,,,,44.34256172180176
87,0.6317217946052551,,,87,,,,,,1715243716.2354355,,,,,,,44.401161432266235
88,0.6145685911178589,,,88,,,,,,1715243716.286904,,,,,,,44.452630043029785
89,0.6159877777099609,,,89,,,,,,1715243716.3494089,,,,,,,44.51513481140137
90,0.6068755388259888,,,90,,,,,,1715243716.4167283,,,,,,,44.582454204559326
91,0.6100037693977356,,,91,,,,,,1715243716.4582129,,,,,,,44.62393879890442
92,0.5977250337600708,,,92,,,,,,1715243716.4866052,,,,,,,44.65233111381531
93,0.6258596181869507,,,93,,,,,,1715243716.5164218,,,,,,,44.68214774131775
94,0.6074373126029968,,,94,,,,,,1715243716.5471306,,,,,,,44.71285653114319
95,0.6149300336837769,,,95,,,,,,1715243716.5787938,,,,,,,44.74451971054077
96,0.5957496166229248,,,96,,,,,,1715243716.5962212,,,,,,,44.76194715499878
97,0.6041929125785828,,,97,,,,,,1715243716.6243489,,,,,,,44.790074825286865
98,0.5941834449768066,,,98,,,,,,1715243716.6520574,,,,,,,44.81778335571289
99,0.598014235496521,,,99,,,,,,1715243716.682539,,,,,,,44.848264932632446
100,0.5769473910331726,,,100,,,,,,1715243716.713965,,,,,,,44.87969088554382
101,0.5782108306884766,,,101,,,,,,1715243716.731344,,,,,,,44.89706993103027
102,0.5696761608123779,,,102,,,,,,1715243716.7805173,,,,,,,44.94624328613281
103,0.5579870939254761,,,103,,,,,,1715243716.8397763,,,,,,,45.005502223968506
104,0.5569143295288086,,,104,,,,,,1715243716.9039454,,,,,,,45.069671392440796
105,0.5598750114440918,,,105,,,,,,1715243716.9637275,,,,,,,45.12945342063904
106,0.5833349823951721,,,106,,,,,,1715243716.9939458,,,,,,,45.159671783447266
107,0.5716610550880432,,,107,,,,,,1715243717.0314584,,,,,,,45.197184324264526
108,0.5339798331260681,,,108,,,,,,1715243717.060344,,,,,,,45.226069927215576
109,0.5591325163841248,,,109,,,,,,1715243717.096949,,,,,,,45.262675046920776
110,0.5449912548065186,,,110,,,,,,1715243717.115144,,,,,,,45.28086996078491
111,0.5493110418319702,,,111,,,,,,1715243717.142096,,,,,,,45.30782198905945
112,0.500787615776062,,,112,,,,,,1715243717.1706316,,,,,,,45.33635759353638
113,0.5554196238517761,,,113,,,,,,1715243717.1955914,,,,,,,45.36131739616394
114,0.5514043569564819,,,114,,,,,,1715243717.2274444,,,,,,,45.39317035675049
115,0.5430963039398193,,,115,,,,,,1715243717.2868412,,,,,,,45.4525671005249
